,BNF_CODE,TOTAL_QUANTITY,POSTCODE,YEAR_MONTH,UNIDENTIFIED,PRACTICE_NAME,ICB_NAME,BNF_CHAPTER_PLUS_CODE,ICB_CODE,ACTUAL_COST,QUANTITY,REGIONAL_OFFICE_CODE,ITEMS,ADDRESS_4,ADDRESS_1,ADDRESS_2,ADDRESS_3,BNF_CHEMICAL_SUBSTANCE,ADQUSAGE,PCO_CODE,REGIONAL_OFFICE_NAME,NIC,CHEMICAL_SUBSTANCE_BNF_DESCR,PRACTICE_CODE,PCO_NAME,BNF_DESCRIPTION
682,0601023AGAAABAB,3416.0,E1 4DG,202411,False,XX PLACE HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,4241.47347,56.0,Y56,61,LONDON,XX PLACE HEALTH CENTRE,BANCROFT ROAD,,0601023AG,0.0,A3A8R,LONDON,4463.98,Dapagliflozin,F84122,NHS NORTH EAST LONDON ICB - A3A8R,Dapagliflozin 10mg tablets
683,0601023AGAAABAB,56.0,E1 6PU,202411,False,HEALTH E1,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,69.53235,56.0,Y56,1,LONDON,9 - 11 BRICK LANE,,,0601023AG,0.0,A3A8R,LONDON,73.18,Dapagliflozin,F84733,NHS NORTH EAST LONDON ICB - A3A8R,Dapagliflozin 10mg tablets
684,0601022B0AAASAS,56.0,E3 3FF,202411,False,ST ANDREWS HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,3.3792,7.0,Y56,8,LONDON,2 HANNAFORD WALK,,BOW,0601022B0,18.66667,A3A8R,LONDON,2.48,Metformin hydrochloride,Y03023,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
685,0601022B0AAABAB,2016.0,E14 0EY,202411,False,GOUGH WALK PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,37.01213,168.0,Y56,12,LONDON,NEWBY PLCE HLTH WELLBEING,21 NEWBY PLACE,,0601022B0,672.0,A3A8R,LONDON,46.08,Metformin hydrochloride,F84025,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
686,0601022B0AAASAS,560.0,E14 0XA,202411,False,ABERFELDY PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,24.962,112.0,Y56,5,LONDON,ABERFELDY H&W CENTRE,19 ABERFELDY SQUARE,,0601022B0,186.66667,A3A8R,LONDON,24.9,Metformin hydrochloride,F84698,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
687,0601022B0AAABAB,336.0,E14 0XA,202411,False,ABERFELDY PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,6.15629,336.0,Y56,1,LONDON,ABERFELDY H&W CENTRE,19 ABERFELDY SQUARE,,0601022B0,112.0,A3A8R,LONDON,7.68,Metformin hydrochloride,F84698,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
688,0601022B0AAAVAV,560.0,E14 0XA,202411,False,ABERFELDY PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,41.162,112.0,Y56,5,LONDON,ABERFELDY H&W CENTRE,19 ABERFELDY SQUARE,,0601022B0,373.33333,A3A8R,LONDON,41.1,Metformin hydrochloride,F84698,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 1g modified-release tablets
689,0601022B0AAABAB,252.0,E14 6PG,202411,False,THE CHRISP STREET HTH CTR,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,4.62032,252.0,Y56,1,LONDON,THE CHRISP STREET HTH CTR,100 CHRISP STREET,,0601022B0,84.0,A3A8R,LONDON,5.76,Metformin hydrochloride,F84062,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
690,0601023AGAAABAB,616.0,E14 8JH,202411,False,THE BARKANTINE PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,764.99227,28.0,Y56,22,LONDON,BARKANTINE CENTRE,121 WESTFERRY ROAD,,0601023AG,0.0,A3A8R,LONDON,804.98,Dapagliflozin,F84747,NHS NORTH EAST LONDON ICB - A3A8R,Dapagliflozin 10mg tablets
691,0601022B0AAABAB,1372.0,E14 8JH,202411,False,THE BARKANTINE PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,36.10275,14.0,Y56,98,LONDON,BARKANTINE CENTRE,121 WESTFERRY ROAD,,0601022B0,457.33333,A3A8R,LONDON,31.36,Metformin hydrochloride,F84747,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
692,0601022B0AAABAB,1638.0,E1 1BU,202411,False,ALBION HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,43.10226,14.0,Y56,117,LONDON,ALBION HEALTH CENTRE,333 WHITECHAPEL ROAD,WHITECHAPEL,0601022B0,546.0,A3A8R,LONDON,37.44,Metformin hydrochloride,F84012,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
693,0601022B0AAABAB,732.0,E1 4DG,202411,False,XX PLACE HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,13.61656,366.0,Y56,2,LONDON,XX PLACE HEALTH CENTRE,BANCROFT ROAD,,0601022B0,244.0,A3A8R,LONDON,16.74,Metformin hydrochloride,F84122,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
694,0601022B0AAABAB,1680.0,E1 6PU,202411,False,HEALTH E1,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,30.90545,112.0,Y56,15,LONDON,9 - 11 BRICK LANE,,,0601022B0,560.0,A3A8R,LONDON,38.4,Metformin hydrochloride,F84733,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
695,0601022B0BBAAAB,112.0,E2 6JA,202411,False,THE BLITHEHALE MED.CTR.,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,3.76035,112.0,Y56,1,LONDON,BLITHEHALE HEALTH CENTRE,10-22 DUNBRIDGE STREET,,0601022B0,37.33333,A3A8R,LONDON,3.84,Metformin hydrochloride,F84718,NHS NORTH EAST LONDON ICB - A3A8R,Glucophage 500mg tablets
696,0601022B0AAABAB,1498.0,E2 6LL,202411,False,BETHNAL GREEN HEALTH CTR.,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,39.41831,14.0,Y56,107,LONDON,BETHNAL GREEN HEALTH CTR,60 FLORIDA STREET,BETHNAL GREEN,0601022B0,499.33333,A3A8R,LONDON,34.24,Metformin hydrochloride,F84083,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
697,0601022B0AAAVAV,112.0,E1W 1UA,202411,False,ST. KATHERINE'S DOCK PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,8.2324,112.0,Y56,1,LONDON,12-14 NIGHTINGALE HOUSE,50 THOMAS MORE STREET,,0601022B0,74.66667,A3A8R,LONDON,8.22,Metformin hydrochloride,F84731,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 1g modified-release tablets
698,0601022B0AAASAS,784.0,E1 0LS,202411,False,THE JUBILEE STREET PRACTICE LTD,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,35.0336,56.0,Y56,14,LONDON,JUBILEE STREET PRACTICE,368-374 COMMERCIAL ROAD,,0601022B0,261.33333,A3A8R,LONDON,34.86,Metformin hydrochloride,F84031,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
699,0601022B0AAADAD,168.0,E1 1BU,202411,False,ALBION HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,1.95636,168.0,Y56,1,LONDON,ALBION HEALTH CENTRE,333 WHITECHAPEL ROAD,WHITECHAPEL,0601022B0,95.2,A3A8R,LONDON,2.43,Metformin hydrochloride,F84012,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 850mg tablets
700,0601022B0AAAVAV,56.0,E1 8ZF,202411,False,GOODMAN'S FIELD HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,4.3448,28.0,Y56,2,LONDON,11 STABLE WALK,,,0601022B0,37.33333,A3A8R,LONDON,4.12,Metformin hydrochloride,F84039,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 1g modified-release tablets
701,0601022B0AAABAB,4228.0,E2 0FA,202411,False,SUTTONS WHARF HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,79.18301,28.0,Y56,151,LONDON,SUTTONS WHARF HEALTH CTR,26 PALMERS ROAD,,0601022B0,1409.33333,A3A8R,LONDON,96.64,Metformin hydrochloride,F84123,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
702,0601022B0AAABAB,2268.0,E2 6LL,202411,False,BETHNAL GREEN HEALTH CTR.,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,41.80605,84.0,Y56,27,LONDON,BETHNAL GREEN HEALTH CTR,60 FLORIDA STREET,BETHNAL GREEN,0601022B0,756.0,A3A8R,LONDON,51.84,Metformin hydrochloride,F84083,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
703,0601022B0AAASAS,3808.0,E2 9LS,202411,False,THE MISSION PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,169.5308,224.0,Y56,17,LONDON,MISSION MEDICAL PRACTICE,208 CAMBRIDGE HEATH ROAD,BETHNAL GREEN,0601022B0,1269.33333,A3A8R,LONDON,169.32,Metformin hydrochloride,F84016,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
704,0601022B0AAAVAV,168.0,E3 4NE,202411,False,WELLINGTON WAY HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,12.3424,168.0,Y56,1,LONDON,WELLINGTON WY HLTH CENTRE,1A WELLINGTON WAY,,0601022B0,112.0,A3A8R,LONDON,12.33,Metformin hydrochloride,F84118,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 1g modified-release tablets
705,0601023AGAAABAB,1610.0,E14 0EY,202411,False,GOUGH WALK PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,2025.09686,7.0,Y56,230,LONDON,NEWBY PLCE HLTH WELLBEING,21 NEWBY PLACE,,0601023AG,0.0,A3A8R,LONDON,2104.5,Dapagliflozin,F84025,NHS NORTH EAST LONDON ICB - A3A8R,Dapagliflozin 10mg tablets
706,0601022B0BMACAT,168.0,E14 6PG,202411,False,THE CHRISP STREET HTH CTR,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,8.19178,168.0,Y56,1,LONDON,THE CHRISP STREET HTH CTR,100 CHRISP STREET,,0601022B0,84.0,A3A8R,LONDON,8.61,Metformin hydrochloride,F84062,NHS NORTH EAST LONDON ICB - A3A8R,Sukkarto SR 750mg tablets
707,0601023AGAAABAB,42.0,E1W 1UA,202411,False,ST. KATHERINE'S DOCK PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,52.82861,7.0,Y56,6,LONDON,12-14 NIGHTINGALE HOUSE,50 THOMAS MORE STREET,,0601023AG,0.0,A3A8R,LONDON,54.9,Dapagliflozin,F84731,NHS NORTH EAST LONDON ICB - A3A8R,Dapagliflozin 10mg tablets
708,0601022B0AAASAS,84.0,E1W 1UA,202411,False,ST. KATHERINE'S DOCK PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,3.8524,84.0,Y56,1,LONDON,12-14 NIGHTINGALE HOUSE,50 THOMAS MORE STREET,,0601022B0,28.0,A3A8R,LONDON,3.74,Metformin hydrochloride,F84731,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
709,0601022B0AAABAB,441.0,E2 6JA,202411,False,THE BLITHEHALE MED.CTR.,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,10.42425,21.0,Y56,21,LONDON,BLITHEHALE HEALTH CENTRE,10-22 DUNBRIDGE STREET,,0601022B0,147.0,A3A8R,LONDON,10.08,Metformin hydrochloride,F84718,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
710,0601022B0AAABAB,672.0,E2 6LL,202411,False,BETHNAL GREEN HEALTH CTR.,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,15.88458,21.0,Y56,32,LONDON,BETHNAL GREEN HEALTH CTR,60 FLORIDA STREET,BETHNAL GREEN,0601022B0,224.0,A3A8R,LONDON,15.36,Metformin hydrochloride,F84083,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
711,0601022B0AAABAB,11648.0,E2 6LL,202411,False,BETHNAL GREEN HEALTH CTR.,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,218.14656,28.0,Y56,416,LONDON,BETHNAL GREEN HEALTH CTR,60 FLORIDA STREET,BETHNAL GREEN,0601022B0,3882.66666,A3A8R,LONDON,266.24,Metformin hydrochloride,F84083,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
712,0601023AGAAAAAA,14.0,E3 2LR,202411,False,RUSTON STREET CLINIC,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,17.49714,14.0,Y56,1,LONDON,RUSTON STREET CLINIC,RUSTON STREET,BOW,0601023AG,0.0,A3A8R,LONDON,18.3,Dapagliflozin,F84030,NHS NORTH EAST LONDON ICB - A3A8R,Dapagliflozin 5mg tablets
713,0601022B0AAASAS,448.0,E3 2LR,202411,False,RUSTON STREET CLINIC,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,19.9448,224.0,Y56,2,LONDON,RUSTON STREET CLINIC,RUSTON STREET,BOW,0601022B0,149.33333,A3A8R,LONDON,19.92,Metformin hydrochloride,F84030,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
714,0601023AGAAAAAA,385.0,E3 5ED,202411,False,ST.STEPHENS HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,484.26229,7.0,Y56,55,LONDON,ST.STEPHENS HEALTH CENTRE,BOW COMMUNITY HALL,WILLIAM PLACE,0601023AG,0.0,A3A8R,LONDON,503.25,Dapagliflozin,F84034,NHS NORTH EAST LONDON ICB - A3A8R,Dapagliflozin 5mg tablets
715,0601022B0AAAWAW,240.0,E14 3PG,202411,False,ROSERTON STREET SURGERY,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,47.89168,240.0,Y56,1,LONDON,THE ISLAND MEDICAL CENTRE,ROSERTON STREET,,0601022B0,80.0,A3A8R,LONDON,50.4,Metformin hydrochloride,F84647,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg oral powder sachets sugar free
716,0601023AGAAAAAA,224.0,E1W 2RL,202411,False,THE WAPPING GROUP PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,278.12941,56.0,Y56,4,LONDON,THE WAPPING HEALTH CENTRE,22 WAPPING LANE,,0601023AG,0.0,A3A8R,LONDON,292.72,Dapagliflozin,F84079,NHS NORTH EAST LONDON ICB - A3A8R,Dapagliflozin 5mg tablets
717,0601022B0AAABAB,3528.0,E1 1BU,202411,False,ALBION HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,64.77124,168.0,Y56,21,LONDON,ALBION HEALTH CENTRE,333 WHITECHAPEL ROAD,WHITECHAPEL,0601022B0,1176.0,A3A8R,LONDON,80.64,Metformin hydrochloride,F84012,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
718,0601022B0AAABAB,336.0,E1 4FG,202411,False,HARFORD HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,6.15629,336.0,Y56,1,LONDON,HARFORD HEALTH CENTRE,115 HARFORD STREET,,0601022B0,112.0,A3A8R,LONDON,7.68,Metformin hydrochloride,F84087,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
719,0601022B0AAABAB,120.0,E1 8ZF,202411,False,GOODMAN'S FIELD HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,2.30436,120.0,Y56,1,LONDON,11 STABLE WALK,,,0601022B0,40.0,A3A8R,LONDON,2.74,Metformin hydrochloride,F84039,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
720,0601022B0AAABAB,360.0,E2 6JA,202411,False,THE BLITHEHALE MED.CTR.,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,6.69628,360.0,Y56,1,LONDON,BLITHEHALE HEALTH CENTRE,10-22 DUNBRIDGE STREET,,0601022B0,120.0,A3A8R,LONDON,8.23,Metformin hydrochloride,F84718,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
721,0601022B0AAAVAV,168.0,E2 6LL,202411,False,BETHNAL GREEN HEALTH CTR.,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,12.3424,168.0,Y56,1,LONDON,BETHNAL GREEN HEALTH CTR,60 FLORIDA STREET,BETHNAL GREEN,0601022B0,112.0,A3A8R,LONDON,12.33,Metformin hydrochloride,F84083,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 1g modified-release tablets
722,0601022B0AAABAB,1064.0,E2 9LS,202411,False,THE MISSION PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,19.69125,56.0,Y56,19,LONDON,MISSION MEDICAL PRACTICE,208 CAMBRIDGE HEATH ROAD,BETHNAL GREEN,0601022B0,354.66667,A3A8R,LONDON,24.32,Metformin hydrochloride,F84016,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
723,0601022B0AAASAS,1344.0,E3 4NE,202411,False,WELLINGTON WAY HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,59.8344,224.0,Y56,6,LONDON,WELLINGTON WY HLTH CENTRE,1A WELLINGTON WAY,,0601022B0,448.0,A3A8R,LONDON,59.76,Metformin hydrochloride,F84118,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
724,0601022B0AAASAS,672.0,E3 5TW,202411,False,THE GROVE ROAD SURGERY,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,29.9048,336.0,Y56,2,LONDON,3 IVANHOE HOUSE,130 GROVE ROAD,BOW,0601022B0,224.0,A3A8R,LONDON,29.88,Metformin hydrochloride,F84055,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
725,0601022B0AAASAS,280.0,E14 8HQ,202411,False,THE LIMEHOUSE PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,12.512,56.0,Y56,5,LONDON,GILL STREET HEALTH CENTRE,11 GILL STREET,POPLAR,0601022B0,93.33333,A3A8R,LONDON,12.45,Metformin hydrochloride,F84054,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
726,0601022B0AAASAS,336.0,E1W 1UA,202411,False,ST. KATHERINE'S DOCK PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,14.9524,336.0,Y56,1,LONDON,12-14 NIGHTINGALE HOUSE,50 THOMAS MORE STREET,,0601022B0,112.0,A3A8R,LONDON,14.94,Metformin hydrochloride,F84731,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
727,0601022B0AAABAB,784.0,E1W 2RL,202411,False,THE WAPPING GROUP PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,20.63014,14.0,Y56,56,LONDON,THE WAPPING HEALTH CENTRE,22 WAPPING LANE,,0601022B0,261.33333,A3A8R,LONDON,17.92,Metformin hydrochloride,F84079,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
728,0601022B0AAADAD,168.0,E1 4DG,202411,False,XX PLACE HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,1.95636,168.0,Y56,1,LONDON,XX PLACE HEALTH CENTRE,BANCROFT ROAD,,0601022B0,95.2,A3A8R,LONDON,2.43,Metformin hydrochloride,F84122,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 850mg tablets
729,0601022B0AAADAD,70.0,E2 9LS,202411,False,THE MISSION PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,1.36199,14.0,Y56,5,LONDON,MISSION MEDICAL PRACTICE,208 CAMBRIDGE HEATH ROAD,BETHNAL GREEN,0601022B0,39.66667,A3A8R,LONDON,1.0,Metformin hydrochloride,F84016,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 850mg tablets
730,0601023AGAAABAB,84.0,E3 4NE,202411,False,WELLINGTON WAY HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,104.29233,84.0,Y56,1,LONDON,WELLINGTON WY HLTH CENTRE,1A WELLINGTON WAY,,0601023AG,0.0,A3A8R,LONDON,109.77,Dapagliflozin,F84118,NHS NORTH EAST LONDON ICB - A3A8R,Dapagliflozin 10mg tablets
731,0601023AGAAAAAA,210.0,E1 2QA,202411,False,CITY SQUARE MEDICAL GROUP,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,264.14307,7.0,Y56,30,LONDON,14 DEANCROSS STREET,,,0601023AG,0.0,A3A8R,LONDON,274.5,Dapagliflozin,F84114,NHS NORTH EAST LONDON ICB - A3A8R,Dapagliflozin 5mg tablets
732,0601022B0AAABAB,420.0,E1 4DG,202411,False,XX PLACE HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,14.42386,7.0,Y56,60,LONDON,XX PLACE HEALTH CENTRE,BANCROFT ROAD,,0601022B0,140.0,A3A8R,LONDON,9.6,Metformin hydrochloride,F84122,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg tablets
733,0601022B0AAADAD,56.0,E1 4DG,202411,False,XX PLACE HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,1.53919,7.0,Y56,8,LONDON,XX PLACE HEALTH CENTRE,BANCROFT ROAD,,0601022B0,31.73333,A3A8R,LONDON,0.8,Metformin hydrochloride,F84122,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 850mg tablets
734,0601022B0AAATAT,42.0,E2 6JA,202411,False,THE BLITHEHALE MED.CTR.,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,5.23433,7.0,Y56,6,LONDON,BLITHEHALE HEALTH CENTRE,10-22 DUNBRIDGE STREET,,0601022B0,21.0,A3A8R,LONDON,4.8,Metformin hydrochloride,F84718,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 750mg modified-release tablets
735,0601023AGAAAAAA,168.0,E2 6LL,202411,False,BETHNAL GREEN HEALTH CTR.,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,208.58466,84.0,Y56,2,LONDON,BETHNAL GREEN HEALTH CTR,60 FLORIDA STREET,BETHNAL GREEN,0601023AG,0.0,A3A8R,LONDON,219.54,Dapagliflozin,F84083,NHS NORTH EAST LONDON ICB - A3A8R,Dapagliflozin 5mg tablets
736,0601022B0BMAAAV,224.0,E2 7QU,202411,False,STROUTS PLACE MEDICAL CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,19.9365,112.0,Y56,2,LONDON,"MED CTR, 3 STROUTS PLACE",PELTER STREET,,0601022B0,149.33333,A3A8R,LONDON,20.96,Metformin hydrochloride,F84051,NHS NORTH EAST LONDON ICB - A3A8R,Sukkarto SR 1000mg tablets
737,0601022B0AAASAS,1344.0,E3 3FF,202411,False,ST ANDREWS HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,59.8592,168.0,Y56,8,LONDON,2 HANNAFORD WALK,,BOW,0601022B0,448.0,A3A8R,LONDON,59.76,Metformin hydrochloride,Y03023,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
738,0601022B0AAAVAV,1120.0,E3 3FF,202411,False,ST ANDREWS HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,82.324,112.0,Y56,10,LONDON,2 HANNAFORD WALK,,BOW,0601022B0,746.66667,A3A8R,LONDON,82.2,Metformin hydrochloride,Y03023,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 1g modified-release tablets
739,0601022B0AAADAD,420.0,E3 4NE,202411,False,WELLINGTON WAY HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,7.04791,21.0,Y56,20,LONDON,WELLINGTON WY HLTH CENTRE,1A WELLINGTON WAY,,0601022B0,238.0,A3A8R,LONDON,6.0,Metformin hydrochloride,F84118,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 850mg tablets
740,0601022B0AAASAS,168.0,E3 4NE,202411,False,WELLINGTON WAY HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,7.7048,84.0,Y56,2,LONDON,WELLINGTON WY HLTH CENTRE,1A WELLINGTON WAY,,0601022B0,56.0,A3A8R,LONDON,7.48,Metformin hydrochloride,F84118,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg modified-release tablets
741,0601022B0AAAWAW,30.0,E3 5ED,202411,False,ST.STEPHENS HEALTH CENTRE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,5.99731,30.0,Y56,1,LONDON,ST.STEPHENS HEALTH CENTRE,BOW COMMUNITY HALL,WILLIAM PLACE,0601022B0,10.0,A3A8R,LONDON,6.3,Metformin hydrochloride,F84034,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg oral powder sachets sugar free
742,0601022B0BMABAS,336.0,E14 0XA,202411,False,ABERFELDY PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,19.7589,112.0,Y56,3,LONDON,ABERFELDY H&W CENTRE,19 ABERFELDY SQUARE,,0601022B0,112.0,A3A8R,LONDON,20.76,Metformin hydrochloride,F84698,NHS NORTH EAST LONDON ICB - A3A8R,Sukkarto SR 500mg tablets
743,0601022B0AAAWAW,60.0,E14 8JH,202411,False,THE BARKANTINE PRACTICE,NHS NORTH EAST LONDON INTEGRATED CARE BO,06: Endocrine System,QMF,11.98222,60.0,Y56,1,LONDON,BARKANTINE CENTRE,121 WESTFERRY ROAD,,0601022B0,20.0,A3A8R,LONDON,12.6,Metformin hydrochloride,F84747,NHS NORTH EAST LONDON ICB - A3A8R,Metformin 500mg oral powder sachets sugar free
